Movez_code_x,Sex,Gender,age,FAS,Message_choice_mean,Chosen_message_mean,Similarity_mean
7001593.0,Man,Man,16.0,1.8333333333333333,0.6111111111111112,0.23738258261206469,3.0
3755626.0,Vrouw,Vrouw,16.0,2.0,0.5,0.20370406692360113,2.5
1527216.0,Man,"Omschrijf ik liever zelf, namelijk:",16.0,1.1666666666666667,0.3333333333333333,-0.10031606095786717,3.0
5931444.0,Man,Man,16.0,1.3333333333333333,0.4444444444444444,-0.1307269635920681,1.0
1349968.0,Vrouw,Vrouw,16.0,1.5,0.6666666666666666,0.3580425328239578,3.0
4777834.0,Vrouw,Vrouw,16.0,1.5,0.3333333333333333,0.10071816413320343,2.5
8603846.0,Vrouw,Vrouw,16.0,1.3333333333333333,0.2777777777777778,-0.35186701832159456,2.0
1518918.0,Man,Man,16.0,1.8333333333333333,0.3888888888888889,0.17773752626918338,3.0
6626220.0,Man,Man,16.0,1.8333333333333333,0.3888888888888889,0.17773752626918338,3.0
9524209.0,Vrouw,Vrouw,17.0,1.6666666666666667,0.5,-0.0342099645765799,1.0
9748798.0,Vrouw,Vrouw,17.0,1.5,0.3333333333333333,-0.17040923985302214,1.0
5063197.0,Man,Man,17.0,1.6666666666666667,0.5,-0.03929820715533865,1.0
4872755.0,Man,Man,15.0,1.8333333333333333,0.5555555555555556,0.07903880168308196,1.0
6143827.0,Vrouw,Vrouw,16.0,1.6666666666666667,0.3888888888888889,-0.033083110858360416,2.5
8352615.0,Vrouw,Vrouw,16.0,1.3333333333333333,0.4444444444444444,-0.3553412169406265,2.0
5846532.0,Vrouw,Vrouw,16.0,1.6666666666666667,0.5,0.40655036337356765,2.5
3248970.0,Vrouw,Vrouw,16.0,1.1666666666666667,0.5555555555555556,0.33759892552994053,2.5
5703070.0,Vrouw,Vrouw,16.0,1.6666666666666667,0.3888888888888889,0.12868887369822435,3.5
1547958.0,Man,Man,15.0,1.8333333333333333,0.2222222222222222,-0.2540050100625815,2.5
6611559.0,Man,Man,15.0,,0.2222222222222222,-0.2540050100625815,2.5
6317391.0,Vrouw,Vrouw,15.0,1.8333333333333333,0.5555555555555556,-0.18251464368066453,3.5
2000862.0,Vrouw,Vrouw,15.0,1.8333333333333333,0.5555555555555556,-0.18251464368066453,3.5
5704286.0,Man,Man,16.0,1.8333333333333333,0.2777777777777778,0.022815249573195997,1.0
9239981.0,Vrouw,Vrouw,16.0,1.3333333333333333,0.3888888888888889,-0.185998723210594,1.5
7490119.0,Man,Man,15.0,1.5,0.6666666666666666,0.3917994884176111,1.5
2416261.0,Vrouw,Vrouw,15.0,1.1666666666666667,0.3888888888888889,-0.290895700339399,3.0
2198944.0,Man,Man,15.0,1.1666666666666667,0.3888888888888889,0.2342230829694347,4.0
1049218.0,Man,Man,15.0,1.8333333333333333,0.4444444444444444,-0.12933006053465068,4.5
7252563.0,,,,,0.5,0.028448034185906777,3.0
7274215.0,,,,,0.3333333333333333,-0.3875215490034442,1.0
3504199.0,Man,Man,14.0,2.0,0.47619047619047616,0.11245244932162157,3.0
2297058.0,Vrouw,Vrouw,14.0,1.6666666666666667,0.42857142857142855,-0.1457127710458676,3.5
2153146.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.5714285714285714,0.03590473112386437,1.0
5113856.0,Man,Man,1.0,1.3333333333333333,0.2857142857142857,-0.08452940997868542,2.0
3116664.0,Man,Man,1.0,1.6666666666666667,0.47619047619047616,-0.07002615914690563,3.5
5183662.0,Geen ik liever geen antwoord op,Trans man,14.0,1.0,0.47619047619047616,0.1401777918819614,2.0
6860468.0,Man,"Omschrijf ik liever zelf, namelijk:",14.0,1.6666666666666667,0.47619047619047616,0.007169798084196953,1.0
1065863.0,Vrouw,Vrouw,14.0,1.1666666666666667,0.42857142857142855,0.12400636413087969,4.5
2805862.0,Man,Man,14.0,2.0,0.47619047619047616,-0.25712613166665804,3.0
5913936.0,Man,Man,14.0,1.5,0.3333333333333333,-0.14700743773497507,1.0
9089051.0,Vrouw,Vrouw,13.0,1.0,0.42857142857142855,-0.014845371536602097,1.0
4490678.0,Vrouw,Vrouw,14.0,1.3333333333333333,0.47619047619047616,-0.01937892419654798,2.5
6600333.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.5714285714285714,0.14387433146989861,1.0
6255703.0,,,,,0.5714285714285714,0.08423682947866373,1.0
5490716.0,Man,Man,14.0,1.1666666666666667,0.5714285714285714,0.13398785734539492,1.0
3319542.0,Vrouw,Vrouw,14.0,1.1666666666666667,0.6666666666666666,0.3275308431338327,3.0
6989421.0,Man,Man,14.0,1.0,0.5238095238095238,0.303275670510714,4.0
9318626.0,Vrouw,Vrouw,14.0,2.0,0.5714285714285714,0.36161312117539646,4.5
9344851.0,,,,,0.6428571428571429,0.5066715784784311,4.5
5966809.0,Vrouw,Vrouw,14.0,2.1666666666666665,0.42857142857142855,0.0810815779886369,3.0
2509556.0,Man,Man,14.0,1.6666666666666667,0.38095238095238093,-0.13286093790554393,3.0
1054448.0,Vrouw,Vrouw,15.0,1.5,0.42857142857142855,-0.04956792308222106,3.5
4420134.0,,,,,0.5,-0.04973272674355803,3.5
4398768.0,Man,Man,14.0,2.1666666666666665,0.38095238095238093,-0.14982434352483026,3.5
1393491.0,Man,Man,14.0,1.6666666666666667,0.42857142857142855,-0.3965574404567522,1.0
2797540.0,Vrouw,Vrouw,15.0,1.6666666666666667,0.5714285714285714,0.24041271463154407,4.0
2141126.0,Man,Man,14.0,2.0,0.47619047619047616,0.20163494887960504,3.5
5110502.0,Vrouw,Vrouw,14.0,2.0,0.42857142857142855,0.00843828943239976,5.0
6716642.0,Vrouw,Vrouw,14.0,2.1666666666666665,0.3333333333333333,-0.19646583340562046,5.5
8251431.0,Man,Man,14.0,1.6666666666666667,0.38095238095238093,0.02203879812877267,1.5
1068790.0,Man,Man,15.0,1.5,0.6190476190476191,0.2476358638745173,4.0
8019496.0,Man,Man,14.0,1.5,0.38095238095238093,-0.06873197857451263,2.0
5959570.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.47619047619047616,-0.19672053230218353,2.0
9574541.0,Man,Man,14.0,1.5,0.3333333333333333,-0.35380728493205715,1.5
7913427.0,Vrouw,Vrouw,14.0,1.0,0.5238095238095238,0.2105462142451395,5.0
9235593.0,Vrouw,Vrouw,14.0,1.6666666666666667,0.42857142857142855,-0.1889707616704608,3.5
1264477.0,Vrouw,Vrouw,14.0,1.3333333333333333,0.2857142857142857,-0.07413022866318679,3.5
4899386.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.14285714285714285,-0.3253924992099562,3.0
5246636.0,Man,Man,15.0,1.1666666666666667,0.5714285714285714,0.11834648152694713,5.0
9715872.0,Vrouw,Vrouw,14.0,1.6,0.2857142857142857,-0.06956610570895377,3.0
3454808.0,Vrouw,Vrouw,14.0,1.5,0.38095238095238093,0.1280583922917261,4.0
1016110.0,Man,Man,14.0,1.8333333333333333,0.38095238095238093,-0.3782700303477724,3.5
9177893.0,,,,,0.5,-0.06001286249339074,3.0
7587763.0,Man,Man,14.0,1.6666666666666667,0.42857142857142855,-0.19092148404248588,3.0
5153178.0,,,,,0.7142857142857143,0.4122051154669789,1.0
4821014.0,,,,,0.7142857142857143,0.4122051154669789,1.0
5903238.0,Man,Man,14.0,1.8333333333333333,0.6666666666666666,0.3756451679671263,1.0
2070937.0,,,,,0.42857142857142855,-0.18788385982223652,1.0
6501766.0,Man,"Omschrijf ik liever zelf, namelijk:",14.0,1.5,0.38095238095238093,-0.15781726921724287,1.0
8797320.0,Man,Man,14.0,1.6666666666666667,0.47619047619047616,-0.00920417034265791,2.5
4754976.0,Man,Man,14.0,1.5,0.47619047619047616,0.11583210633900506,2.5
2431749.0,Man,Man,14.0,1.6666666666666667,0.2857142857142857,-0.21242439148818693,1.0
1169428.0,Vrouw,Vrouw,14.0,2.0,0.42857142857142855,0.2508811786925595,2.0
5812199.0,Vrouw,Vrouw,14.0,1.6666666666666667,0.5714285714285714,0.10340973375947711,1.0
2293663.0,Vrouw,Vrouw,13.0,1.8333333333333333,0.42857142857142855,-0.02884325973146876,2.5
5207186.0,Omschrijf ik liever zelf:,Vrouw,14.0,1.8333333333333333,0.14285714285714285,-0.277298383448938,1.0
8417814.0,Man,Man,14.0,1.3333333333333333,0.14285714285714285,-0.4762686614733324,1.0
6259052.0,Man,Man,14.0,2.0,0.38095238095238093,0.06091564236773459,2.0
9434097.0,Man,Man,15.0,1.8333333333333333,0.3333333333333333,-0.3462442008074697,1.0
2932369.0,Vrouw,Vrouw,14.0,2.0,0.38095238095238093,-0.04723105868768374,2.5
1701163.0,Man,Man,13.0,2.0,0.47619047619047616,0.14334658028031977,1.0
8825465.0,Vrouw,Geen ik liever geen antwoord op,14.0,1.1666666666666667,0.5714285714285714,0.38865602724546733,1.5
5552966.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.5714285714285714,0.7425433851176046,2.0
3626562.0,Man,Man,14.0,1.8333333333333333,0.38095238095238093,-0.0306909341144858,2.0
2501936.0,Vrouw,Vrouw,14.0,1.5,0.23809523809523808,-0.3919071111007205,2.5
1327183.0,Vrouw,Vrouw,15.0,1.5,0.5714285714285714,0.09326444665355003,3.0
5925400.0,Man,Man,14.0,1.8333333333333333,0.42857142857142855,0.3177262860427027,2.0
3342200.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.5714285714285714,0.31904899923660635,1.0
7972482.0,Vrouw,Vrouw,14.0,2.1666666666666665,0.3333333333333333,0.07735298899132968,1.0
8766289.0,Man,Man,14.0,1.6666666666666667,0.2857142857142857,0.0010871202661965327,1.0
1065025.0,Man,Man,14.0,2.0,0.5238095238095238,0.06355291723084584,2.5
3489099.0,Man,Man,14.0,2.0,0.5714285714285714,0.206038264631101,2.5
3312991.0,Man,Man,13.0,1.5,0.42857142857142855,-0.06444640480547578,1.0
1366590.0,Man,Man,14.0,1.3333333333333333,0.38095238095238093,0.0058211829799953325,1.0
7374340.0,Omschrijf ik liever zelf:,"Omschrijf ik liever zelf, namelijk:",51.0,2.1666666666666665,0.38095238095238093,0.06763177378472686,1.0
5747885.0,Vrouw,Vrouw,14.0,1.8333333333333333,0.3333333333333333,-0.15094323204732316,2.5
4419581.0,Vrouw,Vrouw,1.0,2.1666666666666665,0.42857142857142855,-0.16841797653905463,1.0
9099942.0,Vrouw,Vrouw,14.0,1.6666666666666667,0.47619047619047616,0.26263255352999526,1.5
6576125.0,Vrouw,Vrouw,13.0,1.3333333333333333,0.47619047619047616,-0.17050588871278072,2.0
8103862.0,Man,Man,1.0,2.0,0.2857142857142857,-0.24976745520431778,4.0
8764559.0,Vrouw,Vrouw,14.0,1.6666666666666667,0.47619047619047616,0.20470754115784362,1.0
4539476.0,Vrouw,Vrouw,14.0,1.6666666666666667,0.6190476190476191,0.16383476749005124,1.0
3817343.0,Man,Man,14.0,1.8333333333333333,0.19047619047619047,-0.3974692510538458,3.5
2535739.0,Man,Man,14.0,1.8333333333333333,0.23809523809523808,-0.3010978101288425,3.5
2060188.0,Vrouw,Vrouw,14.0,1.3333333333333333,0.23809523809523808,-0.12877483105326124,2.5
9411650.0,Vrouw,Vrouw,14.0,1.3333333333333333,0.23809523809523808,-0.31368484095497257,2.5
3976011.0,,,,,0.42857142857142855,-0.20761688751989318,1.0
7953912.0,Man,Man,14.0,1.8333333333333333,0.42857142857142855,-0.25872515782332867,1.0
9210544.0,,,,,0.4,-0.19247748784766905,1.0
7185018.0,Man,Man,14.0,1.8333333333333333,0.5238095238095238,0.042849977204947765,1.0
3445053.0,,,,,0.5714285714285714,0.38097088425704645,1.0
1662959.0,,,,,0.14285714285714285,-0.5106564099278633,3.5
4246756.0,,,,,0.21428571428571427,-0.6629251341446883,4.0
2309964.0,,,,,0.5,0.2343740467330559,5.0
7012218.0,,,,,0.5,-0.03893045258712473,6.0
4937701.0,,,,,0.5454545454545454,0.19962600636319713,2.0
2603623.0,,,,,0.6363636363636364,0.25995540661901734,3.5
5677558.0,,,,,0.5833333333333334,0.3324959918401214,1.0
6230564.0,,,,,0.45454545454545453,-0.1483235010766844,1.0
8459828.0,,,,,0.5833333333333334,0.04281928189019999,1.0
1929685.0,,,,,0.5454545454545454,0.4779536214818369,1.0
3879943.0,,,,,0.45454545454545453,0.1251210998544158,2.0
1326026.0,,,,,0.7272727272727273,-0.0357573229578799,2.0
4024723.0,,,,,0.5454545454545454,-0.20232056619320468,2.0
8214304.0,,,,,0.2727272727272727,-0.01997059683020627,1.0
8456394.0,,,,,0.5,-0.05153119755009208,2.5
3029981.0,,,,,0.6363636363636364,-0.2362871722679408,2.0
6110297.0,,,,,0.6666666666666666,0.10787066321389584,2.5
6573311.0,,,,,0.5833333333333334,0.17625685056926846,1.5
3608479.0,,,,,0.45454545454545453,0.14335336438886778,2.0
4878639.0,,,,,0.2727272727272727,-0.6559578626301625,4.0
9333197.0,,,,,0.16666666666666666,-0.5494181903787193,2.0
3073020.0,,,,,0.5454545454545454,-0.17936805182119417,4.5
7297398.0,,,,,0.0,-0.4958481929541583,1.0
9575517.0,,,,,0.08333333333333333,-0.27437577874423225,1.0
1890374.0,,,,,0.2727272727272727,-0.3287373657476469,1.0
5237710.0,,,,,0.5454545454545454,0.09688380215183058,2.0
3803053.0,,,,,0.3333333333333333,-0.2955797997733869,4.0
8533314.0,,,,,0.6363636363636364,-0.10806104551391482,2.0
2814259.0,,,,,0.6666666666666666,0.7943218687547322,1.0
4415887.0,,,,,0.6666666666666666,0.48150411648325075,3.5
2444275.0,,,,,0.45454545454545453,0.44091019463869885,1.5
6021030.0,,,,,0.6363636363636364,0.0713137803430497,4.5
6813940.0,,,,,0.18181818181818182,-0.9073851073439094,1.0
4410112.0,,,,,0.5454545454545454,0.5334897001994172,1.0
7461349.0,,,,,0.45454545454545453,0.1540773968225314,2.0
5361691.0,,,,,0.5833333333333334,-0.3640938520295065,4.5
6228084.0,,,,,0.7272727272727273,0.8909403571274918,1.0
9925432.0,,,,,0.7272727272727273,0.29374103392415907,3.0
6867571.0,,,,,0.8333333333333334,0.22985416205459155,2.0
4238521.0,,,,,0.75,-0.06166740582267669,3.0
1323183.0,,,,,0.5454545454545454,-0.2901564276037846,1.0
2883595.0,,,,,0.45454545454545453,0.26949491896953043,1.0
9194098.0,,,,,0.6666666666666666,-0.005918061813473041,3.0
2993317.0,,,,,0.8181818181818182,0.29366402359562643,4.0
3097209.0,,,,,0.6363636363636364,0.4072772372694923,3.5
1708992.0,,,,,0.09090909090909091,-0.4006167946350994,1.0
9410127.0,,,,,0.45454545454545453,0.17004758620977894,1.0
6523305.0,,,,,0.36363636363636365,-0.0796342038998622,2.0
6523305.0,,,,,0.2727272727272727,0.052541873305730125,2.0
2059840.0,,,,,0.16666666666666666,0.17347927845813013,2.0
